Name(Mandatory Field),Company,Email(Mandatory Field)(Should be Unique For Every Lead),Secondary-Email,Phone(Mandatory Field),Skype,Address Line 1,Address Line 2,City,State,Country,Zipcode,Source(Manadatory Field)
Eric ,208. Pedley Knowles Co,abc@xyz.com,,(510) 864-0940,,"2005 Clement AveAlameda, CA 94501",,,,,,Google
Roger ,209. Delta Strategies for Marketing,abc@xyz.com,,(510) 590-0110,,"3640 Grand Ave., Suite 208Oakland, CA 94610",,,,,,Google
Robert ,210. Alameda Internet Marketing,abc@xyz.com,,(510) 217-8490,,"1829 Clement Ave Suite 205Alameda, CA 94501",,,,,,Google
John ,211. Radix Marketing,abc@xyz.com,,(510) 894-6786,,"1401 Red Hawk Cir #208Fremont, CA 94538",,,,,,Google
Miles,212. DS Simulia Corporation,abc@xyz.com,,(510) 794-5891,,"39221 Paseo Padre PkwyFremont, CA 94538",,,,,,Google
Philip ,213. AT&T,abc@xyz.com,,(925) 240-3995,,"2465 Sand Creek RdBrentwood, CA 94513",,,,,,Google
Martin ,214. Digital Canvas,abc@xyz.com,,(925) 706-1700,,"3700 Delta Fair BlvdAntioch, CA 94509",,,,,,Google
Frank,215. Concept Group 055,abc@xyz.com,,(510) 656-3039,,"3227 Bruce DrFremont, CA 94539",,,,,,Google
Eric ,216. All Eyes On You Social Media,abc@xyz.com,,(925) 222-3162,,"1445 Aster DrAntioch, CA 94509",,,,,,Google
Roger ,217. Handwork Information Services,abc@xyz.com,,(925) 628-5710,,"(5)2420 Sand Creek Rd, C1123Brentwood, CA 94513",,,,,,Google
Robert ,218. Xplotica Digital,abc@xyz.com,,(844) 975-6842,,"4127 Bay St Ste 1Fremont, CA 94538",,,,,,Google
John ,219. Imagination Inspired Graphic & Web Design,abc@xyz.com,,(925) 331-0519,,"2213 Buchanan Road Ste109Antioch, CA 94509",,,,,,Google
Miles,"Hureka Technologies, Inc.",abc@xyz.com,,(888) 805-4614,,(2)Serving the Santa Cruz Area.,,,,,,Google
Philip ,1. Atrenet,abc@xyz.com,,(831) 464-0100,,"2222 E Cliff Dr Ste 212Santa Cruz, CA 95062",,,,,,Google
Martin ,2. FixIt Santa Cruz Computer Repair,abc@xyz.com,,(831) 288-3078,,"849 Almar Ave Suite C 257Santa Cruz, CA 95060",,,,,,Google
Frank,3. Iluminada Design,abc@xyz.com,,(831) 464-7916,,"180 7th Ave Ste 200Santa Cruz, CA 95062",,,,,,Google
Eric ,4. Schafer Design,abc@xyz.com,,(831) 464-7848,,"3200 Axford RdSanta Cruz, CA 95062",,,,,,Google
Roger ,5. Groove Zoo,abc@xyz.com,,(831) 713-5860,,"147 S River St Ste 234ASanta Cruz, CA 95060",,,,,,Google
Robert ,6. Oxygen Productions,abc@xyz.com,,(831) 423-3418,,"819 1/2 Pacific AveSanta Cruz, CA 95060",,,,,,Google
John ,7. Barefeet Web Design,abc@xyz.com,,(831) 459-6861,,"211 Van Ness AveSanta Cruz, CA 95060",,,,,,Google
Miles,8. God Moma's Forge,abc@xyz.com,,(831) 469-3382,,"500 Soquel AveSanta Cruz, CA 95062",,,,,,Google
Philip ,9. God Moma's Forge,abc@xyz.com,,(831) 469-3382,,"916 Soquel AveSanta Cruz, CA 95062",,,,,,Google
Martin ,10. Expressive Insite,abc@xyz.com,,(831) 462-5411,,"124A Pine StSanta Cruz, CA 95062",,,,,,Google
Frank,11. Jamie Carney Designs,abc@xyz.com,,(808) 652-0869,,"605 Seabright AveSanta Cruz, CA 95062",,,,,,Google
Eric ,12. Tree Top Web Design,abc@xyz.com,,(831) 425-4505,,"115 Carol AveSanta Cruz, CA 95065",,,,,,Google
Roger ,13. Santa Cruz Solutions,abc@xyz.com,,(831) 246-2353,,"21615 E Cliff Dr # 1Santa Cruz, CA 95062",,,,,,Google
Robert ,14. Mainsail Creative,abc@xyz.com,,(831) 824-4390,,"380 Sims RoadSanta Cruz, CA 95060",,,,,,Google
John ,15. CMowatt Designs,abc@xyz.com,,(831) 332-6425,,"Santa Cruz, CA 95062",,,,,,Google
Miles,16. Julia Van Der Wyk,abc@xyz.com,,(831) 427-1726,,"Santa Cruz, CA 95062",,,,,,Google
Philip ,17. Schafer Design,abc@xyz.com,,(831) 464-7848,,"Santa Cruz, CA 95060",,,,,,Google
Martin ,18. Magic Web Pages Web Design,abc@xyz.com,,(831) 426-1837,,"Santa Cruz, CA 95065",,,,,,Google
Frank,19. Vab Media Web Design and SEO marketing Firm.,abc@xyz.com,,(831) 430-6124,,"(2)833 Front St Suite 305Santa Cruz, CA 95060",,,,,,Google
Eric ,20. Sleepless Media,abc@xyz.com,,(831) 427-1969,,"303 Potrero St Ste 47-103Santa Cruz, CA 95060",,,,,,Google
Roger ,21. Ferlito/van der Wyk >web development,abc@xyz.com,,(831) 427-1726,,"P.O. Box 3802Santa Cruz, CA 95063",,,,,,Google
Robert ,22. nomBat,abc@xyz.com,,(831) 471-5151,,"3410 Lillian WaySanta Cruz, CA 95065",,,,,,Google
John ,23. Creative Fuel,abc@xyz.com,,(831) 566-4434,,"877 Ceder StSanta Cruz, CA 95060",,,,,,Google
Miles,24. Macdonald Design,abc@xyz.com,,(831) 462-2383,,"149 Myrtle StSanta Cruz, CA 95060",,,,,,Google
Philip ,25. Fabio Basile Web Design and Internet Marketing Services,abc@xyz.com,,(408) 307-9344,,"331 Soquel Avenue, Suite 206Santa Cruz, CA 95062",,,,,,Google
Martin ,26. Iversen Design - Santa Cruz Web Design,abc@xyz.com,,(831) 419-3677,,"877 Cedar StreetSanta Cruz, CA 95060",,,,,,Google
Frank,27. Sara Lorien Design,abc@xyz.com,,(831) 704-6922,,"303 Potrero Street STE 29-307Santa Cruz, CA 95060",,,,,,Google
Eric ,28. Noel Murphy Video Productions,abc@xyz.com,,(831) 238-1234,,"500 Soquel Avenue, Suite ESanta Cruz, CA 95062",,,,,,Google
Roger ,29. Shanotech,abc@xyz.com,,(831) 251-5288,,"460 8th Ave #ASanta Cruz, CA 95062",,,,,,Google
Robert ,31. Bailey Queue Graphics,abc@xyz.com,,(831) 325-6551,,"2610 Quartz StreetSanta Cruz, CA 95062",,,,,,Google
John ,"Inaccurate Result?32. Solspace, Inc.",abc@xyz.com,,(415) 738-8797,,"101 Cooper St. Suite 200Santa Cruz, CA 95060",,,,,,Google
Miles,33. Goodman Graphics,abc@xyz.com,,(831) 476-9353,,"Santa Cruz, CA 95062",,,,,,Google
Philip ,34. LocalNet,abc@xyz.com,,(831) 423-3815,,"Santa Cruz, CA 95060",,,,,,Google
Martin ,35. Cheep Cheep Postcards - Direct Mail Advertising,abc@xyz.com,,(888) 222-4337,,(1)Serving the Santa Cruz Area.,,,,,,Google
Frank,36. ABBAROO COM,abc@xyz.com,,(831) 335-2885,,Serving the Santa Cruz Area.,,,,,,Google
Eric ,37. YP,abc@xyz.com,,(800) 438-7325,,Find a Location,,,,,,Google
Roger ,"38. Hureka Technologies, Inc.",abc@xyz.com,,(888) 805-4614,,(2)Serving the Santa Cruz Area.,,,,,,Google
Robert ,39. AT&T,abc@xyz.com,,(888) 722-4885,,(20)Find a Location,,,,,,Google
John ,"40. Hureka Technologies, Inc.",abc@xyz.com,,(888) 259-9815,,Serving the Santa Cruz Area.,,,,,,Google
Miles,41. Hudson Horizons Website Design & Development,abc@xyz.com,,(201) 845-8700,,(2)Serving the Santa Cruz Area.,,,,,,Google
Philip ,42. AT&T,abc@xyz.com,,(831) 515-8923,,"1855 41st Ave Ste E08Capitola, CA 95010",,,,,,Google
Martin ,43. Cloud Mobile Websites,abc@xyz.com,,(888) 338-9967,,Serving the Santa Cruz Area.,,,,,,Google
Frank,"44. SEO Website Design CO: Internet Lead Generation, Search Engine Optimizer & SEO Online Marketing Optimization",abc@xyz.com,,(888) 602-4221,,(15)Serving the Santa Cruz Area.,,,,,,Google
Eric ,45. Kell Web Solutions Inc.,abc@xyz.com,,(888) 530-7034,,(4)Serving the Santa Cruz Area.,,,,,,Google
Roger ,46. AT&T,abc@xyz.com,,(888) 764-2548,,(179)Find a Location,,,,,,Google
Robert ,47. Small World Web Service,abc@xyz.com,,(831) 661-0887,,"Aptos, CA 95003",,,,,,Google
John ,48. Strategy Web Design,abc@xyz.com,,(408) 828-5438,,"Ben Lomond, CA 95005",,,,,,Google
Miles,49. Capitola Design,abc@xyz.com,,(831) 465-1972,,Serving the Santa Cruz Area.,,,,,,Google
Philip ,50. Innovator Software Solutions,abc@xyz.com,,(831) 338-0110,,Serving the Santa Cruz Area.,,,,,,Google
Martin ,51. Mandala Net Design,abc@xyz.com,,(831) 471-0603,,Serving the Santa Cruz Area.,,,,,,Google
Frank,52. Tree Top Web Design,abc@xyz.com,,(831) 425-4505,,Serving the Santa Cruz Area.,,,,,,Google
Eric ,53. Grendel Design,abc@xyz.com,,(831) 427-3649,,Serving the Santa Cruz Area.,,,,,,Google
Roger ,54. User Friendly Computing,abc@xyz.com,,(831) 423-9653,,(16)Serving the Santa Cruz Area.,,,,,,Google
Robert ,55. IHC Marketing,abc@xyz.com,,(800) 670-1980,,"2425 Porter St Suite DSoquel, CA 95073",,,,,,Google
John ,56. WebGear Apps,abc@xyz.com,,(831) 431-9122,,"3096 glen canyon rd., suite bScotts valley, CA 95060",,,,,,Google
Miles,57. Millennial Marketing Solutions,abc@xyz.com,,(831) 707-5364,,"Po box 203Mount Hermon, CA 95041",,,,,,Google
Philip ,58. Soquel Computer Services,abc@xyz.com,,(831) 515-8324,,"Soquel, CA 95073",,,,,,Google
Martin ,59. Local Net,abc@xyz.com,,(831) 722-7534,,"Watsonville, CA 95076",,,,,,Google
Frank,60. Spin66 Studio,abc@xyz.com,,(831) 331-5332,,Serving the Santa Cruz Area.,,,,,,Google
Eric ,61. MELODYSHARP COM,abc@xyz.com,,(831) 685-8318,,"(3)3395 N Polo DrAptos, CA 95003",,,,,,Google
Roger ,62. Good Site Web Solutions,abc@xyz.com,,(831) 661-5265,,"7836 Tanias CtAptos, CA 95003",,,,,,Google
Robert ,63. Compuliteracy,abc@xyz.com,,(831) 438-4179,,"102 Lucia LnScotts Valley, CA 95066",,,,,,Google
John ,64. Hotdot,abc@xyz.com,,(831) 239-9656,,"121 Acorn CtScotts Valley, CA 95066",,,,,,Google
Miles,65. Isystems,abc@xyz.com,,(831) 239-0632,,"269 Mount Hermon RdScotts Valley, CA 95066",,,,,,Google
Philip ,66. Sericon Media Productions,abc@xyz.com,,(831) 430-9192,,"612 1/2 Grace WayScotts Valley, CA 95066",,,,,,Google
Martin ,67. Internet Marketing Solutions,abc@xyz.com,,(619) 356-4476,,"220 Mar Vista Dr Spc 96Aptos, CA 95003",,,,,,Google
Frank,68. Simply Box,abc@xyz.com,,(408) 626-7713,,"209 Bethany DrScotts Valley, CA 95066",,,,,,Google
Eric ,69. Ems,abc@xyz.com,,(831) 684-1500,,"335 Spreckels DrAptos, CA 95003",,,,,,Google
Roger ,70. Vmc,abc@xyz.com,,(831) 685-3742,,"235 Meadowlark LnAptos, CA 95003",,,,,,Google
Robert ,71. Boardwalk Internet Corporation,abc@xyz.com,,(831) 685-0771,,"3040 Valencia AveAptos, CA 95003",,,,,,Google
John ,72. Starserv Web Communications,abc@xyz.com,,(831) 336-2839,,"183 Riverside AveBen Lomond, CA 95005",,,,,,Google
Miles,73. VisibilityNow!,abc@xyz.com,,(408) 357-0440,,"5420 Baffy Ct.Soquel, CA 95073",,,,,,Google
Philip ,74. Maximum Impact Design,abc@xyz.com,,(831) 688-2972,,"240 Danube DrAptos, CA 95003",,,,,,Google
Martin ,75. Digital Grace,abc@xyz.com,,(831) 336-9445,,"200 El Solyo AveBen Lomond, CA 95005",,,,,,Google
Frank,76. Thomasdog.Com,abc@xyz.com,,(831) 685-0264,,"7100 Freedom BlvdAptos, CA 95003",,,,,,Google
Eric ,77. YP,abc@xyz.com,,(831) 768-3840,,"165 Westridge DrWatsonville, CA 95076",,,,,,Google
Roger ,78. AT&T,abc@xyz.com,,(831) 288-8729,,"1439 Main StWatsonville, CA 95076",,,,,,Google
Robert ,79. Website Spot,abc@xyz.com,,(831) 761-6363,,"16 Walker StWatsonville, CA 95076",,,,,,Google
John ,80. Beth Alexander Web Design & Consulting,abc@xyz.com,,(831) 704-6684,,"925 E Hilton DrBoulder Creek, CA 95006",,,,,,Google
Miles,81. BKW Ent,abc@xyz.com,,(831) 421-0277,,"1961 Main StWatsonville, CA 95076",,,,,,Google
Philip ,82. Z2a Recycled Design,abc@xyz.com,,(831) 588-0910,,"691 Acorn DriveBoulder Creek, CA 95006",,,,,,Google
Martin ,83. MMDesign Business Solutions,abc@xyz.com,,(888) 885-0205,,"216 Jones RoadLos Gatos, CA 95030",,,,,,Google
Frank,61. MELODYSHARP COM,abc@xyz.com,,(831) 685-8318,,"(3)3395 N Polo DrAptos, CA 95003",,,,,,Google
Eric ,62. Good Site Web Solutions,abc@xyz.com,,(831) 661-5265,,"7836 Tanias CtAptos, CA 95003",,,,,,Google
Roger ,63. Compuliteracy,abc@xyz.com,,(831) 438-4179,,"102 Lucia LnScotts Valley, CA 95066",,,,,,Google
Robert ,64. Hotdot,abc@xyz.com,,(831) 239-9656,,"121 Acorn CtScotts Valley, CA 95066",,,,,,Google
John ,65. Isystems,abc@xyz.com,,(831) 239-0632,,"269 Mount Hermon RdScotts Valley, CA 95066",,,,,,Google
Miles,66. Sericon Media Productions,abc@xyz.com,,(831) 430-9192,,"612 1/2 Grace WayScotts Valley, CA 95066",,,,,,Google
Philip ,67. Internet Marketing Solutions,abc@xyz.com,,(619) 356-4476,,"220 Mar Vista Dr Spc 96Aptos, CA 95003",,,,,,Google
Martin ,68. Simply Box,abc@xyz.com,,(408) 626-7713,,"209 Bethany DrScotts Valley, CA 95066",,,,,,Google
Frank,69. Ems,abc@xyz.com,,(831) 684-1500,,"335 Spreckels DrAptos, CA 95003",,,,,,Google
Eric ,70. Vmc,abc@xyz.com,,(831) 685-3742,,"235 Meadowlark LnAptos, CA 95003",,,,,,Google
Roger ,71. Boardwalk Internet Corporation,abc@xyz.com,,(831) 685-0771,,"3040 Valencia AveAptos, CA 95003",,,,,,Google
Robert ,72. Starserv Web Communications,abc@xyz.com,,(831) 336-2839,,"183 Riverside AveBen Lomond, CA 95005",,,,,,Google
John ,73. VisibilityNow!,abc@xyz.com,,(408) 357-0440,,"5420 Baffy Ct.Soquel, CA 95073",,,,,,Google
Miles,74. Maximum Impact Design,abc@xyz.com,,(831) 688-2972,,"240 Danube DrAptos, CA 95003",,,,,,Google
Philip ,75. Digital Grace,abc@xyz.com,,(831) 336-9445,,"200 El Solyo AveBen Lomond, CA 95005",,,,,,Google
Martin ,76. Thomasdog.Com,abc@xyz.com,,(831) 685-0264,,"7100 Freedom BlvdAptos, CA 95003",,,,,,Google
Frank,77. YP,abc@xyz.com,,(831) 768-3840,,"165 Westridge DrWatsonville, CA 95076",,,,,,Google
Eric ,78. AT&T,abc@xyz.com,,(831) 288-8729,,"1439 Main StWatsonville, CA 95076",,,,,,Google
Roger ,79. Website Spot,abc@xyz.com,,(831) 761-6363,,"16 Walker StWatsonville, CA 95076",,,,,,Google
Robert ,80. Beth Alexander Web Design & Consulting,abc@xyz.com,,(831) 704-6684,,"925 E Hilton DrBoulder Creek, CA 95006",,,,,,Google
John ,81. BKW Ent,abc@xyz.com,,(831) 421-0277,,"1961 Main StWatsonville, CA 95076",,,,,,Google
Miles,82. Z2a Recycled Design,abc@xyz.com,,(831) 588-0910,,"691 Acorn DriveBoulder Creek, CA 95006",,,,,,Google
Philip ,83. MMDesign Business Solutions,abc@xyz.com,,(888) 885-0205,,"216 Jones RoadLos Gatos, CA 95030",,,,,,Google
Martin ,"Hureka Technologies, Inc.",abc@xyz.com,,(888) 805-4614,,(2)Serving the San Francisco Area.,,,,,,Google
Frank,1. AT&T,abc@xyz.com,,(415) 529-5227,,"(3)3251 20th Ave Ste ASan Francisco, CA 94132",,,,,,Google
Eric ,2. AT&T,abc@xyz.com,,(415) 529-4866,,"(3)425 Market StSan Francisco, CA 94105",,,,,,Google
Roger ,3. AT&T,abc@xyz.com,,(415) 610-5446,,"2410 Mission StSan Francisco, CA 94110",,,,,,Google
Robert ,4. AT&T,abc@xyz.com,,(415) 697-1609,,"705 Market StSan Francisco, CA 94103",,,,,,Google
John ,5. AT&T,abc@xyz.com,,(415) 610-5437,,"701 Market StSan Francisco, CA 94103",,,,,,Google
Miles,6. AT&T,abc@xyz.com,,(415) 523-5736,,"2135 Union StSan Francisco, CA 94123",,,,,,Google
Philip ,7. AT&T,abc@xyz.com,,(415) 529-4644,,"3555 Geary BlvdSan Francisco, CA 94118",,,,,,Google
Martin ,8. YP,abc@xyz.com,,(415) 267-5355,,"201 Mission St 3rd FloorSan Francisco, CA 94105",,,,,,Google
Frank,9. Kingdom Web Design,abc@xyz.com,,(415) 244-2212,,"(2)3254 19th St Ste 201San Francisco, CA 94110",,,,,,Google
Eric ,10. RADMedia,abc@xyz.com,,(415) 425-3679,,"570 Hayes StreetSan Francisco, CA 94102",,,,,,Google
Roger ,11. Dots Web Marketing,abc@xyz.com,,(415) 309-4206,,"880 Franklin StSan Francisco, CA 94102",,,,,,Google
Robert ,12. HandShake Web Design Ltd,abc@xyz.com,,(415) 643-2800,,"728 Clipper StSan Francisco, CA 94114",,,,,,Google
John ,13. Creative Web Systems,abc@xyz.com,,(415) 846-3964,,"424 Treat Avenue, Suite D,San Francisco, CA 94110",,,,,,Google
Miles,14. Organic Inc,abc@xyz.com,,(415) 581-5300,,"555 Market StSan Francisco, CA 94105",,,,,,Google
Philip ,15. Infield Design,abc@xyz.com,,(415) 252-7990,,"210 Mississippi StSan Francisco, CA 94107",,,,,,Google
Martin ,16. Sitepoint,abc@xyz.com,,(415) 926-5174,,"1829 Market StSan Francisco, CA 94103",,,,,,Google
Frank,17. Bardicmedia.Com,abc@xyz.com,,(415) 522-6644,,"829 Hayes St Apt 2San Francisco, CA 94117",,,,,,Google
Eric ,18. Universal Mind,abc@xyz.com,,(415) 525-3174,,"47 Gilbert StSan Francisco, CA 94103",,,,,,Google
Roger ,19. Byxb,abc@xyz.com,,(415) 829-7770,,"550 15th St # 39San Francisco, CA 94103",,,,,,Google
Robert ,20. Responsys,abc@xyz.com,,(415) 278-5400,,"717 Market StSan Francisco, CA 94103",,,,,,Google
John ,21. Planet 9 Studios,abc@xyz.com,,(415) 348-1200,,"756 Kansas StSan Francisco, CA 94107",,,,,,Google
Miles,22. Synergy Business Solutions,abc@xyz.com,,(415) 263-1843,,"582 Market St Ste 1600San Francisco, CA 94104",,,,,,Google
Philip ,"Hureka Technologies, Inc.",abc@xyz.com,,(888) 805-4614,,(2)Serving the Atlanta Area.,,,,,,Google
Martin ,"Hureka Technologies, Inc.",abc@xyz.com,,(888) 805-4614,,(2)Serving the Atlanta Area.,,,,,,Google
Frank,Tior Media,abc@xyz.com,,(470) 226-2633,,"80 Meadowbrook DrMcDonough, GA 30253",,,,,,Google
Eric ,"1. Infinite Creations, LLC",abc@xyz.com,,(678) 823-8643,,"Atlanta, GA 30303",,,,,,Google
Roger ,2. AT&T,abc@xyz.com,,(888) 969-7109,,"(1)3618 Marketplace BlvdAtlanta, GA 30344",,,,,,Google
Robert ,3. AT&T,abc@xyz.com,,(404) 458-1320,,"1380 Atlantic Dr NW Suite 420Atlanta, GA 30363",,,,,,Google
John ,4. AT&T,abc@xyz.com,,(888) 525-8805,,"3393 Peachtree Rd NEAtlanta, GA 30326",,,,,,Google
Miles,5. AT&T,abc@xyz.com,,(404) 458-1313,,"3431 Lenox Rd NE Suite D-2Atlanta, GA 30326",,,,,,Google
Philip ,6. AT&T,abc@xyz.com,,(888) 993-6724,,"3695 Cascade Rd SWAtlanta, GA 30331",,,,,,Google
Martin ,7. AT&T,abc@xyz.com,,(888) 991-0601,,"105 Town Blvd NEAtlanta, GA 30319",,,,,,Google
Frank,8. AT&T,abc@xyz.com,,(770) 765-1411,,"2980 Cobb Pkwy SEAtlanta, GA 30339",,,,,,Google
Eric ,9. AT&T,abc@xyz.com,,(770) 765-1398,,"4805 Briarcliff Rd NE Suite CAtlanta, GA 30345",,,,,,Google
Roger ,10. AT&T,abc@xyz.com,,(770) 765-1438,,"136 Perimeter Ctr WAtlanta, GA 30346",,,,,,Google
Robert ,11. Webvolution Designs,abc@xyz.com,,(404) 953-2406,,"1238 Colmer Ave SEAtlanta, GA 30317",,,,,,Google
John ,12. Airtight Designs Inc,abc@xyz.com,,(404) 524-2622,,"659 Auburn Ave NEAtlanta, GA 30312",,,,,,Google
Miles,13. Cool Dog Interactive,abc@xyz.com,,(404) 522-1062,,"530 Means St NWAtlanta, GA 30318",,,,,,Google
Philip ,14. SexyZeal.com,abc@xyz.com,,(404) 258-9546,,"2221 Peachtree Rd NEAtlanta, GA 30309",,,,,,Google
Martin ,15. Cafe Edge,abc@xyz.com,,(404) 697-4613,,"1443 Druid Valley Dr NE # BAtlanta, GA 30329",,,,,,Google
Frank,16. Web Traffic Solutions,abc@xyz.com,,(404) 869-9664,,"3338 Peachtree Rd NEAtlanta, GA 30326",,,,,,Google
Eric ,17. Webtech Institute,abc@xyz.com,,(770) 997-2840,,"1895 Phoenix BlvdAtlanta, GA 30349",,,,,,Google
Roger ,18. Systems Unlimited,abc@xyz.com,,(404) 569-4923,,"(1)768 Fitzgerald PlAtlanta, GA 30349",,,,,,Google
Robert ,19. Ais Media Inc,abc@xyz.com,,(404) 751-1043,,"(1)3340 Peachtree Rd NE # 750Atlanta, GA 30326",,,,,,Google
John ,20. Monetized Visions Inc,abc@xyz.com,,,,"(1)3783 Presidential PkwyAtlanta, GA 30340",,,,,,Google
Miles,21. Novachrom Web Development,abc@xyz.com,,(850) 217-5921,,"146 7th St NE Unit FAtlanta, GA 30308",,,,,,Google
Philip ,22. U.S Image Design,abc@xyz.com,,(678) 481-9416,,"PO Box 3107Atlanta, GA 30302",,,,,,Google
Martin ,23. Sol Design Co,abc@xyz.com,,(404) 373-0505,,"318 Cherokee Ave SE # 106Atlanta, GA 30312",,,,,,Google
Frank,24. Speartek Inc,abc@xyz.com,,(404) 249-9212,,"751 James P Brawley Dr NWAtlanta, GA 30318",,,,,,Google
Eric ,25. The Web Mentors,abc@xyz.com,,(678) 800-1927,,"541 10th St NW Ste. 353Atlanta, GA 30318",,,,,,Google
Roger ,26. ISO Interactive llc,abc@xyz.com,,(678) 358-6903,,"976 Jefferson St NW Suite EAtlanta, GA 30318",,,,,,Google
Robert ,27. Extra-u: Beyond the standard web,abc@xyz.com,,(404) 551-5687,,"82 Lakeview Dr NEAtlanta, GA 30317",,,,,,Google
John ,28. Atlanta Web Certified Officials,abc@xyz.com,,(678) 552-1209,,"3333 Piedmont Rd NE #2050Atlanta, GA 30305",,,,,,Google
Miles,31. Georgia Public Web,abc@xyz.com,,(404) 586-0134,,"56 Marietta St NWAtlanta, GA 30303",,,,,,Google
Philip ,Inaccurate Result?32. Exceleration Media,abc@xyz.com,,(404) 525-2907,,"83 Walton St NWAtlanta, GA 30303",,,,,,Google
Martin ,33. Grossi Consulting,abc@xyz.com,,(404) 228-8694,,"350 Peters St SWAtlanta, GA 30313",,,,,,Google
Frank,34. Sharpdot Inc,abc@xyz.com,,(678) 732-9284,,"575 Boulevard SEAtlanta, GA 30312",,,,,,Google
Eric ,35. Blue Sombrero,abc@xyz.com,,(404) 920-8020,,"112 Krog St NEAtlanta, GA 30307",,,,,,Google
Roger ,"36. EMV Brothers Ink, Corp",abc@xyz.com,,(404) 749-6100,,"728 Ralph McGill Blvd NEAtlanta, GA 30312",,,,,,Google
Robert ,37. Star Tech Consulting,abc@xyz.com,,(404) 614-0584,,"227 Degress Ave NEAtlanta, GA 30307",,,,,,Google
John ,38. Neboweb,abc@xyz.com,,(404) 885-1201,,"1031 Marietta St NWAtlanta, GA 30318",,,,,,Google
Miles,39. Web Experts,abc@xyz.com,,(404) 377-9114,,"541 10th St NWAtlanta, GA 30318",,,,,,Google
Philip ,"40. Lost Angels International, Inc.",abc@xyz.com,,(678) 856-3606,,"1170 Peachtree St NEAtlanta, GA 30309",,,,,,Google
Martin ,41. Woven Interactive,abc@xyz.com,,(404) 549-3961,,"216 14th St NWAtlanta, GA 30318",,,,,,Google
Frank,42. Fuzzy Rocket,abc@xyz.com,,(888) 315-8568,,"222 14th St NEAtlanta, GA 30309",,,,,,Google
Eric ,43. Dave The Web Master,abc@xyz.com,,(404) 756-8200,,"1440 Beatie Ave SWAtlanta, GA 30310",,,,,,Google
Roger ,44. Wiretree,abc@xyz.com,,(404) 876-3835,,"887 W Marietta St NWAtlanta, GA 30318",,,,,,Google
Robert ,45. Us Presswire,abc@xyz.com,,(404) 942-3840,,"1230 Peachtree St NEAtlanta, GA 30309",,,,,,Google
John ,46. My Mogul Media,abc@xyz.com,,(678) 538-6670,,"201 17th St NW # 300Atlanta, GA 30363",,,,,,Google
Miles,47. Urban Geek Web Design LLC,abc@xyz.com,,(678) 654-7916,,"201 17th st Suite 300Atlanta, GA 30363",,,,,,Google
Philip ,48. Atomic Fusion Inc,abc@xyz.com,,(404) 897-1920,,"1350 Spring St NWAtlanta, GA 30309",,,,,,Google
Martin ,49. 1701 Media,abc@xyz.com,,(404) 377-9202,,"1526 Dekalb Ave NEAtlanta, GA 30307",,,,,,Google
Frank,50. X3creative,abc@xyz.com,,(404) 653-0055,,"1530 Dekalb Ave NEAtlanta, GA 30307",,,,,,Google
Eric ,51. E3datasolutions,abc@xyz.com,,(404) 885-6640,,"1401 Peachtree StAtlanta, GA 30309",,,,,,Google
Roger ,52. Media Mafia,abc@xyz.com,,(404) 228-4272,,"2206 Cedarbrook Ct SEAtlanta, GA 30316",,,,,,Google
Robert ,"53. Four O'Clock Fantasy Sports Concepts, LLC",abc@xyz.com,,(404) 931-7721,,"1075 Longley AveAtlanta, GA 30318",,,,,,Google
John ,54. Workbuddy,abc@xyz.com,,(404) 423-6936,,"1272 Stillwood Dr NEAtlanta, GA 30306",,,,,,Google
Miles,55. Workshop 4,abc@xyz.com,,(404) 600-4681,,"979 Springdale Rd NEAtlanta, GA 30306",,,,,,Google
Philip ,56. Coolblue Interactive,abc@xyz.com,,(404) 876-6989,,"763 Trabert Ave NW # CAtlanta, GA 30318",,,,,,Google
Martin ,57. Fresh West Designs,abc@xyz.com,,(404) 228-0587,,"1792 Langston Ave SWAtlanta, GA 30310",,,,,,Google
Frank,58. Neboweb,abc@xyz.com,,(404) 522-2559,,"1301 Marietta St NWAtlanta, GA 30318",,,,,,Google
Eric ,59. Liquid Squid Studios,abc@xyz.com,,(404) 424-9238,,"405 S Howard St SEAtlanta, GA 30317",,,,,,Google
Roger ,60. Holodyn Corp,abc@xyz.com,,(404) 424-9238,,"405 S Howard St SEAtlanta, GA 30317",,,,,,Google
Robert ,Inaccurate Result?61. Lireo,abc@xyz.com,,(678) 558-6481,,"1402 Sargent Ave SEAtlanta, GA 30316",,,,,,Google
John ,62. Cool Blue Interactive,abc@xyz.com,,(404) 876-6989,,"1800 Peachtree St NWAtlanta, GA 30309",,,,,,Google
Miles,63. Vector Visuals,abc@xyz.com,,(678) 643-7666,,"1732 Monroe Dr NEAtlanta, GA 30324",,,,,,Google
